Город;year;fact;Модель;Нижняя граница;Верхняя граница
Шарыпово;2036;NA;42500;42200;42800
Шарыпово;2037;NA;42300;42000;42700
Шарыпово;2038;NA;42200;41800;42500
Шарыпово;2039;NA;42000;41600;42300
Шарыпово;2040;NA;41800;41500;42100
Шарыпово;2041;NA;41600;41300;42000
Шарыпово;2042;NA;41500;41100;41800
Шарыпово;2043;NA;41300;41000;41600
Шарыпово;2044;NA;41200;40800;41500
Шарыпово;2045;NA;41000;40700;41300
Шарыпово;2046;NA;40800;40500;41200
Шарыпово;2047;NA;40700;40400;41000
Шарыпово;2048;NA;40500;40200;40900
Шарыпово;2049;NA;40400;40100;40700
Шарыпово;2050;NA;40300;39900;40600
Шарыпово;2051;NA;40100;39800;40400
Шарыпово;2052;NA;40000;39600;40300
Шарыпово;2053;NA;39800;39500;40200
Шарыпово;2054;NA;39700;39400;40000
Шарыпово;2055;NA;39600;39200;39900
Шарыпово;2056;NA;39400;39100;39800
Шарыпово;2057;NA;39300;39000;39600
Шарыпово;2058;NA;39200;38800;39500
Шарыпово;2059;NA;39000;38700;39400
Шарыпово;2060;NA;38900;38600;39200
Шарыпово;2061;NA;38800;38400;39100
Шарыпово;2062;NA;38600;38300;39000
Шарыпово;2063;NA;38500;38200;38900
Шарыпово;2064;NA;38400;38100;38700
Шарыпово;2065;NA;38300;37900;38600
Шарыпово;2066;NA;38200;37800;38500
Шарыпово;2067;NA;38000;37700;38400
Шарыпово;2068;NA;37900;37600;38300
Шарыпово;2069;NA;37800;37500;38200
Шарыпово;2070;NA;37700;37400;38000
Шарыпово;2071;NA;37600;37200;37900
Шарыпово;2072;NA;37500;37100;37800
Шарыпово;2073;NA;37400;37000;37700
Шарыпово;2074;NA;37300;36900;37600
Шарыпово;2075;NA;37200;36800;37500
Шарыпово;2076;NA;37100;36700;37400
Шарыпово;2077;NA;37000;36600;37300
Шарыпово;2078;NA;36900;36500;37200
Шарыпово;2079;NA;36800;36400;37100
Шарыпово;2080;NA;36700;36300;37000
Шарыпово;2081;NA;36600;36200;36900
Шарыпово;2082;NA;36500;36100;36800
Шарыпово;2083;NA;36400;36000;36700
Шарыпово;2084;NA;36300;36000;36700
Шарыпово;2085;NA;36200;35900;36600
Шарыпово;2086;NA;36100;35800;36500
Шарыпово;2087;NA;36100;35700;36400
Шарыпово;2088;NA;36000;35600;36300
Шарыпово;2089;NA;35900;35500;36300
Шарыпово;2090;NA;35800;35500;36200
Шарыпово;2091;NA;35800;35400;36100
Шарыпово;2092;NA;35700;35300;36000
Шарыпово;2093;NA;35600;35300;36000
Шарыпово;2094;NA;35500;35200;35900
Шарыпово;2095;NA;35500;35100;35800
Шарыпово;2096;NA;35400;35000;35800
Шарыпово;2097;NA;35300;35000;35700
Шарыпово;2098;NA;35300;34900;35600
Шарыпово;2099;NA;35200;34900;35600
Шарыпово;2100;NA;35200;34800;35500
Шарыпово;2101;NA;35100;34700;35500
Шарыпово;2102;NA;35000;34700;35400
Шарыпово;2103;NA;35000;34600;35400
Шарыпово;2104;NA;34900;34600;35300
Шарыпово;2105;NA;34900;34500;35300
Шарыпово;2106;NA;34800;34500;35200
Шарыпово;2107;NA;34800;34400;35200
Шарыпово;2108;NA;34700;34400;35100
Шарыпово;2109;NA;34700;34300;35100
Шарыпово;2110;NA;34600;34300;35000
Шарыпово;2111;NA;34600;34200;35000
Шарыпово;2112;NA;34600;34200;34900
Шарыпово;2113;NA;34500;34200;34900
Шарыпово;2114;NA;34500;34100;34800
Шарыпово;2115;NA;34400;34100;34800
Шарыпово;2116;NA;34400;34000;34800
Шарыпово;2117;NA;34400;34000;34700
Шарыпово;2118;NA;34300;34000;34700
Шарыпово;2119;NA;34300;33900;34700
Шарыпово;2120;NA;34300;33900;34600
Большой Камень;2000;NA;40700;40500;40900
Большой Камень;2001;NA;40600;40400;40900
Большой Камень;2002;NA;40500;40300;40800
Большой Камень;2003;NA;40400;40200;40700
Большой Камень;2004;NA;40300;40100;40600
Большой Камень;2005;NA;40300;40000;40500
Большой Камень;2006;NA;40200;40000;40400
Большой Камень;2007;NA;40100;39900;40400
Большой Камень;2008;39929;40100;39900;40300
Большой Камень;2009;39929;40000;39800;40300
Большой Камень;2010;39929;40000;39800;40200
Большой Камень;2011;39929;39900;39700;40200
Большой Камень;2012;39929;39900;39700;40100
Большой Камень;2013;39929;39900;39600;40100
Большой Камень;2014;39929;39800;39600;40100
Большой Камень;2015;39929;39800;39500;40000
Большой Камень;2016;39859;39700;39500;40000
Большой Камень;2017;39519;39700;39500;40000
Большой Камень;2018;39230;39700;39400;39900
Большой Камень;2019;39731;39700;39400;39900
Большой Камень;2020;39731;39600;39400;39900
Большой Камень;2021;NA;39600;39400;39900
Большой Камень;2022;NA;39600;39400;39900
Большой Камень;2023;NA;39600;39400;39900
Большой Камень;2024;NA;39600;39400;39900
Большой Камень;2025;NA;39600;39400;39900
Большой Камень;2026;NA;39600;39400;39900
Большой Камень;2027;NA;39600;39400;39900
Большой Камень;2028;NA;39600;39400;39900
Большой Камень;2029;NA;39600;39400;39900
Большой Камень;2030;NA;39700;39400;39900
Большой Камень;2031;NA;39700;39400;39900
Большой Камень;2032;NA;39700;39500;39900
Большой Камень;2033;NA;39700;39500;40000
Большой Камень;2034;NA;39800;39500;40000
Большой Камень;2035;NA;39800;39500;40000
Большой Камень;2036;NA;39800;39600;40100
Большой Камень;2037;NA;39800;39600;40100
Большой Камень;2038;NA;39900;39600;40100
Большой Камень;2039;NA;39900;39700;40200
Большой Камень;2040;NA;40000;39700;40200
Большой Камень;2041;NA;40000;39800;40200
Большой Камень;2042;NA;40000;39800;40300
Большой Камень;2043;NA;40100;39800;40300
Большой Камень;2044;NA;40100;39900;40400
Большой Камень;2045;NA;40200;39900;40400
Большой Камень;2046;NA;40200;40000;40500
Большой Камень;2047;NA;40300;40000;40500
Большой Камень;2048;NA;40300;40100;40600
Большой Камень;2049;NA;40400;40200;40600
Большой Камень;2050;NA;40500;40200;40700
Большой Камень;2051;NA;40500;40300;40800
Большой Камень;2052;NA;40600;40300;40800
Большой Камень;2053;NA;40700;40400;40900
Большой Камень;2054;NA;40700;40500;41000
Большой Камень;2055;NA;40800;40500;41000
Большой Камень;2056;NA;40900;40600;41100
Большой Камень;2057;NA;40900;40700;41200
Большой Камень;2058;NA;41000;40800;41200
Большой Камень;2059;NA;41100;40800;41300
Большой Камень;2060;NA;41200;40900;41400
Большой Камень;2061;NA;41200;41000;41500
Большой Камень;2062;NA;41300;41100;41600
Большой Камень;2063;NA;41400;41200;41600
Большой Камень;2064;NA;41500;41200;41700
Большой Камень;2065;NA;41600;41300;41800
Большой Камень;2066;NA;41600;41400;41900
Большой Камень;2067;NA;41700;41500;42000
Большой Камень;2068;NA;41800;41600;42100
Большой Камень;2069;NA;41900;41700;42100
Большой Камень;2070;NA;42000;41700;42200
Большой Камень;2071;NA;42100;41800;42300
Большой Камень;2072;NA;42200;41900;42400
Большой Камень;2073;NA;42300;42000;42500
Большой Камень;2074;NA;42300;42100;42600
Большой Камень;2075;NA;42400;42200;42700
Большой Камень;2076;NA;42500;42300;42800
Большой Камень;2077;NA;42600;42400;42800
Большой Камень;2078;NA;42700;42500;42900
Большой Камень;2079;NA;42800;42500;43000
Большой Камень;2080;NA;42900;42600;43100
Большой Камень;2081;NA;43000;42700;43200
Большой Камень;2082;NA;43000;42800;43300
Большой Камень;2083;NA;43100;42900;43400
Большой Камень;2084;NA;43200;43000;43500
Большой Камень;2085;NA;43300;43100;43500
Большой Камень;2086;NA;43400;43100;43600
Большой Камень;2087;NA;43500;43200;43700
Большой Камень;2088;NA;43500;43300;43800
Большой Камень;2089;NA;43600;43400;43900
Большой Камень;2090;NA;43700;43500;43900
Большой Камень;2091;NA;43800;43500;44000
Большой Камень;2092;NA;43900;43600;44100
Большой Камень;2093;NA;43900;43700;44200
Большой Камень;2094;NA;44000;43800;44200
Большой Камень;2095;NA;44100;43800;44300
Большой Камень;2096;NA;44100;43900;44400
Большой Камень;2097;NA;44200;44000;44500
Большой Камень;2098;NA;44300;44000;44500
Большой Камень;2099;NA;44400;44100;44600
Большой Камень;2100;NA;44400;44200;44700
Большой Камень;2101;NA;44500;44200;44700
Большой Камень;2102;NA;44500;44300;44800
Большой Камень;2103;NA;44600;44400;44900
Большой Камень;2104;NA;44700;44400;44900
Большой Камень;2105;NA;44700;44500;45000
Большой Камень;2106;NA;44800;44500;45000
Большой Камень;2107;NA;44800;44600;45100
Большой Камень;2108;NA;44900;44700;45100
Большой Камень;2109;NA;44900;44700;45200
Большой Камень;2110;NA;45000;44800;45200
Большой Камень;2111;NA;45000;44800;45300
Большой Камень;2112;NA;45100;44900;45300
Большой Камень;2113;NA;45100;44900;45400
Большой Камень;2114;NA;45200;44900;45400
Большой Камень;2115;NA;45200;45000;45500
Большой Камень;2116;NA;45300;45000;45500
Большой Камень;2117;NA;45300;45100;45600
Большой Камень;2118;NA;45400;45100;45600
Большой Камень;2119;NA;45400;45200;45600
Большой Камень;2120;NA;45400;45200;45700
Партизанск;2000;NA;60000;59600;60400
Партизанск;2001;NA;59400;59100;59800
Партизанск;2002;NA;58500;58100;58900
Партизанск;2003;NA;57300;56900;57700
Партизанск;2004;NA;55900;55600;56300
Партизанск;2005;NA;54500;54200;54900
Партизанск;2006;NA;53200;52800;53500
Партизанск;2007;NA;51800;51500;52200
Партизанск;2008;49599;50600;50300;50900
Партизанск;2009;49477;49500;49200;49800
Партизанск;2010;46840;48400;48100;48700
Партизанск;2011;46458;47500;47300;47800
Партизанск;2012;46151;46800;46500;47100
Партизанск;2013;45845;46200;45900;46400
Партизанск;2014;45605;45600;45400;45900
Партизанск;2015;45468;45200;45000;45500
Партизанск;2016;45238;44900;44700;45100
Партизанск;2017;44965;44700;44500;44900
Партизанск;2018;44731;44500;44300;44700
Партизанск;2019;44421;44400;44200;44600
Партизанск;2020;44421;44400;44200;44600
Партизанск;2021;NA;44400;44200;44600
Партизанск;2022;NA;44400;44200;44600
Партизанск;2023;NA;44500;44300;44700
Партизанск;2024;NA;44600;44300;44800
Партизанск;2025;NA;44700;44400;44900
Партизанск;2026;NA;44800;44600;45000
Партизанск;2027;NA;44900;44700;45200
Партизанск;2028;NA;45100;44800;45400
Партизанск;2029;NA;45300;45000;45600
Партизанск;2030;NA;45500;45200;45800
Партизанск;2031;NA;45700;45400;46000
Партизанск;2032;NA;45900;45600;46200
Партизанск;2033;NA;46100;45800;46400
Партизанск;2034;NA;46300;46000;46600
Партизанск;2035;NA;46500;46200;46900
Партизанск;2036;NA;46800;46400;47100
Партизанск;2037;NA;47000;46600;47400
Партизанск;2038;NA;47200;46800;47600
Партизанск;2039;NA;47500;47100;47800
Партизанск;2040;NA;47700;47300;48100
Партизанск;2041;NA;47900;47500;48300
Партизанск;2042;NA;48100;47700;48600
Партизанск;2043;NA;48400;47900;48800
Партизанск;2044;NA;48600;48100;49000
Партизанск;2045;NA;48800;48400;49300
Партизанск;2046;NA;49000;48600;49500
Партизанск;2047;NA;49300;48800;49700
Партизанск;2048;NA;49500;49000;50000
Партизанск;2049;NA;49700;49200;50200
Партизанск;2050;NA;49900;49400;50400
Партизанск;2051;NA;50100;49600;50700
Партизанск;2052;NA;50300;49800;50900
Партизанск;2053;NA;50600;50000;51100
Партизанск;2054;NA;50800;50200;51300
Партизанск;2055;NA;51000;50400;51600
Партизанск;2056;NA;51200;50600;51800
Партизанск;2057;NA;51400;50900;52000
Партизанск;2058;NA;51700;51100;52300
Партизанск;2059;NA;51900;51300;52500
Партизанск;2060;NA;52100;51500;52700
Партизанск;2061;NA;52300;51700;53000
Партизанск;2062;NA;52600;51900;53200
Партизанск;2063;NA;52800;52100;53500
Партизанск;2064;NA;53000;52400;53700
Партизанск;2065;NA;53300;52600;53900
Партизанск;2066;NA;53500;52800;54200
Партизанск;2067;NA;53700;53000;54400
Партизанск;2068;NA;54000;53200;54700
Партизанск;2069;NA;54200;53500;54900
Партизанск;2070;NA;54400;53700;55200
Партизанск;2071;NA;54600;53900;55400
Партизанск;2072;NA;54900;54100;55600
Партизанск;2073;NA;55100;54300;55900
Партизанск;2074;NA;55300;54600;56100
Партизанск;2075;NA;55600;54800;56400
Партизанск;2076;NA;55800;55000;56600
Партизанск;2077;NA;56000;55200;56800
Партизанск;2078;NA;56200;55400;57100
Партизанск;2079;NA;56400;55600;57300
Партизанск;2080;NA;56700;55800;57500
Партизанск;2081;NA;56900;56000;57700
Партизанск;2082;NA;57100;56200;58000
Партизанск;2083;NA;57300;56400;58200
Партизанск;2084;NA;57500;56600;58400
Партизанск;2085;NA;57700;56800;58600
Партизанск;2086;NA;57900;57000;58800
Партизанск;2087;NA;58100;57200;59000
Партизанск;2088;NA;58200;57300;59200
Партизанск;2089;NA;58400;57500;59400
Партизанск;2090;NA;58600;57700;59600
Партизанск;2091;NA;58800;57800;59700
Партизанск;2092;NA;58900;58000;59900
Партизанск;2093;NA;59100;58100;60100
Партизанск;2094;NA;59300;58300;60300
Партизанск;2095;NA;59400;58400;60400
Партизанск;2096;NA;59600;58600;60600
Партизанск;2097;NA;59700;58700;60700
Партизанск;2098;NA;59800;58800;60900
Партизанск;2099;NA;60000;58900;61000
Партизанск;2100;NA;60100;59100;61200
Партизанск;2101;NA;60200;59200;61300
Партизанск;2102;NA;60400;59300;61500
Партизанск;2103;NA;60500;59400;61600
Партизанск;2104;NA;60600;59500;61700
Партизанск;2105;NA;60700;59600;61800
Партизанск;2106;NA;60800;59700;61900
Партизанск;2107;NA;60900;59800;62100
